t,Load,PV,P_imp,P_exp,P_ch,P_dis,P_curt,P_share,E,c_grid,c_sell,P_simul_imp_exp
759,2.2045,0.0,2.2045,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
760,2.2425,0.0,2.2425,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
761,2.3,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
762,2.166,0.0,2.166,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
763,2.161,0.0,2.161,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
764,2.14,0.0,2.14,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
765,2.735,0.0,2.735,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
766,2.258,0.0,2.258,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
767,2.0755,0.0,2.0755,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
768,2.045,0.0,2.045,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
769,2.0715,0.0,2.0715,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
770,2.132,0.0,2.132,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
771,2.16,0.0,2.16,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
772,2.0945,0.0,2.0945,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
773,2.2555,0.0,2.2555,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
774,1.997,0.0,1.997,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
775,2.299,0.0,2.299,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
776,2.131,0.0,2.131,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
777,2.198,0.0,2.198,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
778,2.3835,0.0,2.3835,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
779,2.086,0.0,2.086,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
780,2.228,0.0,2.228,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
781,2.459,0.0,2.459,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
782,2.4955,0.0,2.4955,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
783,2.076,0.0,2.076,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
784,2.5765,0.0,2.5765,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
785,2.1705,0.0,2.1705,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
786,2.123,0.0,2.123,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
787,2.348,0.0,2.348,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
788,2.9815,0.0,2.9815,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
789,2.6535,0.0,2.6535,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
790,2.103,0.0,2.103,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
791,2.228,0.0,2.228,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
792,2.25,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
793,2.19,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
794,2.22,0.0,2.22,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
795,2.142,0.0,2.142,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
796,2.2015,0.0,2.2015,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
797,2.1565,0.0,2.1565,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
798,2.233,0.0,2.233,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
799,2.3705,0.0,2.3705,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
800,2.467,0.0,2.467,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
801,2.165,0.0,2.165,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
802,2.722,0.0,2.722,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
803,2.1895,0.0038095179695368,2.185690482030463,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
804,2.5355,0.0093394634091871,2.5261605365908126,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
805,2.2925,0.0219968940821646,2.270503105917835,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
806,2.3985,0.0317050205206619,2.366794979479338,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
807,2.432,0.030599031432731898,2.401400968567268,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
808,2.678,0.052473037838459996,2.62552696216154,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
809,3.015,0.0496466212804164,2.965353378719584,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
810,3.1245,0.0540705776321366,3.070429422367863,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
811,3.2245,0.069431537186721,3.1550684628132792,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
812,3.3695,0.0727495044505111,3.296750495549489,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
813,3.5025,0.066850895981551,3.4356491040184487,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
814,3.4765,0.0555452297493768,3.4209547702506238,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
815,3.9165,0.047557530780992896,3.8689424692190073,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
816,3.4465,0.0586174216602936,3.387882578339706,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
817,3.8225,0.0686942111281008,3.7538057888718983,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
818,4.2235,0.0625498273062671,4.160950172693733,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
819,4.2955,0.0720121783918911,4.223487821608108,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
820,3.9505,0.0712748523332711,3.879225147666729,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
821,4.0285,0.0996619055901429,3.9288380944098575,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
822,3.8205,0.08897067774015241,3.7315293222598473,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
823,4.2165,0.13431623034528511,4.082183769654715,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
824,3.371,0.10064500700163641,3.270354992998364,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
825,3.3905,0.1015052207366931,3.288994779263307,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
826,3.7555,0.1153915281740374,3.640108471825963,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
827,4.141,0.10347142355967989,4.03752857644032,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
828,4.4905,0.1051918510297934,4.385308148970206,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
829,4.6565,0.0895851161223356,4.566914883877665,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
830,3.671,0.037726516666059,3.633273483333941,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
831,3.4895,0.037112078283875596,3.4523879217161246,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
832,3.3945,0.0390782811068624,3.355421718893137,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
833,3.466,0.032442346579282,3.433557653420718,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
834,3.2895,0.023348658522968,3.266151341477032,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
835,3.3675,0.0175729377304443,3.349927062269556,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
836,3.324,0.0125345429965407,3.311465457003459,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
837,4.26,0.009585238762060501,4.25041476123794,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
838,3.8385,0.0076190359390737004,3.830880964060926,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
839,3.644,0.007496148262637,3.6365038517373622,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
840,3.993,0.0045468440281568,3.9884531559718432,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
841,3.2645,0.0006144383821831999,3.2638855616178164,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
842,3.3755,0.0,3.3755,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
843,2.868,0.0,2.868,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
844,2.832,0.0,2.832,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
845,3.2725,0.0,3.2725,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
846,2.577,0.0,2.577,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
847,2.2795,0.0,2.2795,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
848,2.147,0.0,2.147,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
849,2.0805,0.0,2.0805,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
850,1.9575,0.0,1.9575,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
851,1.755,0.0,1.755,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
852,1.5425,0.0,1.5425,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
853,1.7465,0.0,1.7465,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
854,1.665,0.0,1.665,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
855,2.159,0.0,2.159,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
856,1.942,0.0,1.942,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
857,1.609,0.0,1.609,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
858,1.741,0.0,1.741,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
859,1.838,0.0,1.838,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
860,1.8605,0.0,1.8605,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
861,1.5465,0.0,1.5465,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
862,1.6645,0.0,1.6645,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
863,1.6725,0.0,1.6725,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
864,1.7735,0.0,1.7735,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
865,1.842,0.0,1.842,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
866,1.69,0.0,1.69,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
867,1.6685,0.0,1.6685,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
868,1.538,0.0,1.538,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
869,1.7495,0.0,1.7495,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
870,1.7465,0.0,1.7465,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
871,1.663,0.0,1.663,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
872,1.61,0.0,1.61,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
873,1.917,0.0,1.917,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
874,1.705,0.0,1.705,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
875,1.816,0.0,1.816,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
876,1.6525,0.0,1.6525,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
877,1.669,0.0,1.669,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
878,1.7575,0.0,1.7575,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
879,1.9545,0.0,1.9545,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
880,1.7455,0.0,1.7455,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
881,1.7015,0.0,1.7015,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
882,1.6175,0.0,1.6175,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
883,1.776,0.0,1.776,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
884,1.886,0.0,1.886,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
885,1.7625,0.0,1.7625,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
886,1.6425,0.0,1.6425,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
887,1.795,0.0,1.795,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
888,1.799,0.0,1.799,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
889,1.998,0.0,1.998,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
890,1.9745,0.0,1.9745,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
891,2.0585,0.0,2.0585,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
892,1.8565,0.0,1.8565,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
893,2.063,0.0,2.063,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
894,1.6135,0.0,1.6135,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
895,1.9575,0.0,1.9575,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
896,2.1565,0.0,2.1565,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
897,1.826,0.0043010686752835,1.8216989313247165,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
898,1.9685,0.009831014114933801,1.9586689858850657,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
899,1.8285,0.0130260937022874,1.8154739062977123,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
900,1.763,0.0158525102603309,1.7471474897396688,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
901,1.851,0.0183102637890644,1.832689736210936,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
902,1.986,0.0203993542884878,1.965600645711512,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
903,1.71,0.022488444787911302,1.6875115552120885,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
904,1.6935,0.0238402092287147,1.6696597907712851,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
905,2.2075,0.025806412051701602,2.181693587948298,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
906,2.812,0.0495237336039796,2.7624762663960203,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
907,2.9125,0.0933946340918726,2.8191053659081278,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
908,3.194,0.11588307887978411,3.078116921120216,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
909,4.2585,0.1579106642211266,4.1005893357788725,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
910,4.16,0.1808906597147848,3.9791093402852153,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
911,4.6585,0.1977262713866094,4.460773728613391,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
912,4.6795,0.2114896911475169,4.468010308852483,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
913,5.0485,0.1946540794756924,4.853845920524307,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
914,5.095,0.2183714010279706,4.8766285989720295,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
915,3.6115,0.24466936378541898,3.366830636214581,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
916,3.4935,0.2487246571078291,3.244775342892171,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
917,3.5885,0.2372961031992184,3.351203896800781,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
918,4.04,0.1722885223642176,3.8677114776357824,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
919,4.007,0.12116724896656109,3.885832751033439,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
920,3.8395,0.0895851161223356,3.749914883877664,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
921,3.8695,0.0809829787717684,3.7885170212282313,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
922,3.811,0.08380939532981199,3.727190604670188,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
923,3.648,0.092534420356816,3.555465579643184,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
924,3.418,0.0979414781200294,3.3200585218799707,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
925,3.3625,0.0748385949499346,3.287661405050065,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
926,3.803,0.055299454396503404,3.7477005456034966,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
927,3.7225,0.0400613825183559,3.682438617481645,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
928,4.114,0.0341627740493954,4.079837225950604,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
929,3.579,0.030107480726985103,3.548892519273015,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
930,3.802,0.0269124011396316,3.775087598860369,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
931,3.353,0.0217511187292913,3.331248881270709,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
932,3.5935,0.0153609595545842,3.578139040445416,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
933,3.4355,0.0089708003798771,3.426529199620123,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
934,3.556,0.0040552933224101,3.55194470667759,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
935,3.485,0.0,3.485,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
936,3.269,0.0,3.269,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
937,3.085,0.0,3.085,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
938,2.6725,0.0,2.6725,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
939,2.428,0.0,2.428,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
940,2.252,0.0,2.252,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
941,1.8155,0.0,1.8155,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
942,1.796,0.0,1.796,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
943,2.5845,0.0,2.5845,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
944,2.3835,0.0,2.3835,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
945,2.0375,0.0,2.0375,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
946,1.906,0.0,1.906,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
947,1.907,0.0,1.907,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
948,1.729,0.0,1.729,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
949,2.1885,0.0,2.1885,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
950,1.8525,0.0,1.8525,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
951,1.8735,0.0,1.8735,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
952,2.025,0.0,2.025,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
953,2.0095,0.0,2.0095,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
954,1.849,0.0,1.849,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
955,1.963,0.0,1.963,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
956,1.921,0.0,1.921,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
957,1.9105,0.0,1.9105,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
958,1.5855,0.0,1.5855,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
959,1.9505,0.0,1.9505,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
960,1.705,0.0,1.705,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
961,1.8965,0.0,1.8965,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
962,1.8145,0.0,1.8145,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
963,1.8665,0.0,1.8665,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
964,1.787,0.0,1.787,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
965,1.949,0.0,1.949,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
966,2.0705,0.0,2.0705,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
967,1.9585,0.0,1.9585,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
968,2.1725,0.0,2.1725,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
969,2.189,0.0,2.189,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
970,1.82,0.0,1.82,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
971,2.011,0.0,2.011,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
972,1.9415,0.0,1.9415,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
973,2.1445,0.0,2.1445,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
974,2.192,0.0,2.192,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
975,2.1095,0.0,2.1095,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
976,2.025,0.0,2.025,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
977,1.7655,0.0,1.7655,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
978,1.927,0.0,1.927,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
979,2.0815,0.0,2.0815,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
980,2.1465,0.0,2.1465,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
981,1.9175,0.0,1.9175,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
982,2.0155,0.0,2.0155,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
983,1.9905,0.0,1.9905,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
984,2.0895,0.0,2.0895,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
985,1.879,0.0,1.879,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
986,1.905,0.0,1.905,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
987,1.8085,0.0,1.8085,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
988,1.9125,0.0,1.9125,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
989,1.919,0.0,1.919,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
990,1.996,0.0,1.996,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
991,2.0025,0.0,2.0025,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
992,1.8575,0.0,1.8575,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
993,2.2185,0.0055299454396502,2.21297005456035,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
994,2.6085,0.0100767894678072,2.5984232105321925,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
995,2.5865,0.013271869055160701,2.5732281309448397,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
996,2.446,0.0164669486425143,2.429533051357485,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
997,2.0495,0.0186789268183744,2.0308210731816256,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
998,2.089,0.0207680173177979,2.068231982682202,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
999,1.7605,0.022734220140784703,1.7377657798592152,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
1000,1.7515,0.0245775352873348,1.7269224647126653,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
1001,1.895,0.027035288816068398,1.8679647111839317,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
1002,2.0355,0.053701914602826605,1.981798085397173,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
1003,2.3555,0.09622105064991611,2.259278949350084,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
1004,2.9395,0.11748061867346099,2.822019381326539,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
1005,2.4125,0.15705045048607008,2.25544954951393,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
1006,2.626,0.1813822104205316,2.4446177895794685,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
1007,2.999,0.1960058439164959,2.8029941560835043,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
1008,3.6145,0.2132101186176304,3.401289881382369,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
1009,3.93,0.1968660576515526,3.733133942348448,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
1010,4.287,0.2170196365871671,4.069980363412832,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
1011,3.833,0.243563374697489,3.589436625302511,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
1012,3.7635,0.2504450845779424,3.5130549154220576,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
1013,3.8605,0.2384020922871487,3.6220979077128512,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
